,REF_DATE,VALUE,Age group
2070,2001,127363.0,All ages
63480,2002,127031.0,All ages
124890,2003,126858.0,All ages
186300,2004,126702.0,All ages
247710,2005,126186.0,All ages
309120,2006,126151.0,All ages
370530,2007,126700.0,All ages
431940,2008,127554.0,All ages
493350,2009,128691.0,All ages
554760,2010,129425.0,All ages
616170,2011,129927.0,All ages
677580,2012,129755.0,All ages
738990,2013,129196.0,All ages
800400,2014,128543.0,All ages
861810,2015,128282.0,All ages
923220,2016,128926.0,All ages
984630,2017,129483.0,All ages
1046040,2018,130250.0,All ages
1107450,2019,131089.0,All ages
1168860,2020,131935.0,All ages
1230270,2021,132761.0,All ages
1291680,2022,135622.0,All ages
