,REF_DATE,VALUE,Age group
34500,2001,99346.0,All ages
95910,2002,99686.0,All ages
157320,2003,99718.0,All ages
218730,2004,99707.0,All ages
280140,2005,99605.0,All ages
341550,2006,99595.0,All ages
402960,2007,99577.0,All ages
464370,2008,99584.0,All ages
525780,2009,99528.0,All ages
587190,2010,99588.0,All ages
648600,2011,99617.0,All ages
710010,2012,99549.0,All ages
771420,2013,99050.0,All ages
832830,2014,98801.0,All ages
894240,2015,98354.0,All ages
955650,2016,98139.0,All ages
1017060,2017,98595.0,All ages
1078470,2018,99821.0,All ages
1139880,2019,100523.0,All ages
1201290,2020,100718.0,All ages
1262700,2021,100500.0,All ages
1324110,2022,102216.0,All ages
