,REF_DATE,VALUE,Age group
15870,2001,16424.0,All ages
77280,2002,16454.0,All ages
138690,2003,16478.0,All ages
200100,2004,16511.0,All ages
261510,2005,16486.0,All ages
322920,2006,16371.0,All ages
384330,2007,16473.0,All ages
445740,2008,16591.0,All ages
507150,2009,16631.0,All ages
568560,2010,16788.0,All ages
629970,2011,16858.0,All ages
691380,2012,17009.0,All ages
752790,2013,17048.0,All ages
814200,2014,16970.0,All ages
875610,2015,16909.0,All ages
937020,2016,16955.0,All ages
998430,2017,17103.0,All ages
1059840,2018,17493.0,All ages
1121250,2019,17883.0,All ages
1182660,2020,18125.0,All ages
1244070,2021,18483.0,All ages
1305480,2022,18938.0,All ages
