,REF_DATE,VALUE,Age group
20355,2001,51708.0,All ages
81765,2002,51642.0,All ages
143175,2003,51781.0,All ages
204585,2004,51855.0,All ages
265995,2005,51897.0,All ages
327405,2006,52039.0,All ages
388815,2007,52360.0,All ages
450225,2008,52793.0,All ages
511635,2009,53008.0,All ages
573045,2010,53482.0,All ages
634455,2011,54236.0,All ages
695865,2012,54645.0,All ages
757275,2013,54773.0,All ages
818685,2014,55108.0,All ages
880095,2015,55343.0,All ages
941505,2016,55558.0,All ages
1002915,2017,55658.0,All ages
1064325,2018,55785.0,All ages
1125735,2019,56174.0,All ages
1187145,2020,56386.0,All ages
1248555,2021,56647.0,All ages
1309965,2022,57013.0,All ages
