,REF_DATE,VALUE,Age group
18285,2001,30500.0,All ages
79695,2002,30250.0,All ages
141105,2003,30065.0,All ages
202515,2004,29899.0,All ages
263925,2005,29692.0,All ages
325335,2006,29328.0,All ages
386745,2007,29054.0,All ages
448155,2008,28768.0,All ages
509565,2009,28503.0,All ages
570975,2010,28383.0,All ages
632385,2011,28149.0,All ages
693795,2012,28216.0,All ages
755205,2013,28168.0,All ages
816615,2014,28132.0,All ages
878025,2015,28004.0,All ages
939435,2016,28033.0,All ages
1000845,2017,27965.0,All ages
1062255,2018,27894.0,All ages
1123665,2019,27941.0,All ages
1185075,2020,27981.0,All ages
1246485,2021,28142.0,All ages
1307895,2022,28749.0,All ages
