,REF_DATE,VALUE,Age group
23460,2001,12314.0,All ages
84870,2002,12313.0,All ages
146280,2003,12406.0,All ages
207690,2004,12382.0,All ages
269100,2005,12378.0,All ages
330510,2006,12264.0,All ages
391920,2007,12272.0,All ages
453330,2008,12332.0,All ages
514740,2009,12360.0,All ages
576150,2010,12396.0,All ages
637560,2011,12613.0,All ages
698970,2012,12862.0,All ages
760380,2013,13105.0,All ages
821790,2014,13313.0,All ages
883200,2015,13460.0,All ages
944610,2016,13740.0,All ages
1006020,2017,14047.0,All ages
1067430,2018,14284.0,All ages
1128840,2019,14655.0,All ages
1190250,2020,14999.0,All ages
1251660,2021,15547.0,All ages
1313070,2022,16065.0,All ages
