,REF_DATE,VALUE,Age group
50715,2001,15022.0,All ages
112125,2002,15297.0,All ages
173535,2003,15546.0,All ages
234945,2004,15796.0,All ages
296355,2005,15886.0,All ages
357765,2006,15781.0,All ages
419175,2007,16102.0,All ages
480585,2008,16629.0,All ages
541995,2009,17052.0,All ages
603405,2010,17487.0,All ages
664815,2011,17980.0,All ages
726225,2012,18410.0,All ages
787635,2013,18956.0,All ages
849045,2014,19594.0,All ages
910455,2015,20212.0,All ages
971865,2016,20910.0,All ages
1033275,2017,21528.0,All ages
1094685,2018,22126.0,All ages
1156095,2019,22839.0,All ages
1217505,2020,23583.0,All ages
1278915,2021,24246.0,All ages
1340325,2022,25179.0,All ages
