,REF_DATE,VALUE,Age group
36915,2001,12322.0,All ages
98325,2002,12201.0,All ages
159735,2003,12127.0,All ages
221145,2004,12060.0,All ages
282555,2005,12010.0,All ages
343965,2006,11796.0,All ages
405375,2007,11763.0,All ages
466785,2008,11709.0,All ages
528195,2009,11613.0,All ages
589605,2010,11582.0,All ages
651015,2011,11512.0,All ages
712425,2012,11301.0,All ages
773835,2013,11107.0,All ages
835245,2014,10961.0,All ages
896655,2015,10897.0,All ages
958065,2016,10960.0,All ages
1019475,2017,11144.0,All ages
1080885,2018,11304.0,All ages
1142295,2019,11382.0,All ages
1203705,2020,11468.0,All ages
1265115,2021,11569.0,All ages
1326525,2022,11696.0,All ages
