,REF_DATE,VALUE,Age group
49680,2001,16021.0,All ages
111090,2002,16054.0,All ages
172500,2003,16162.0,All ages
233910,2004,16223.0,All ages
295320,2005,16409.0,All ages
356730,2006,16623.0,All ages
418140,2007,17061.0,All ages
479550,2008,17417.0,All ages
540960,2009,17628.0,All ages
602370,2010,17843.0,All ages
663780,2011,17912.0,All ages
725190,2012,17815.0,All ages
786600,2013,17840.0,All ages
848010,2014,17921.0,All ages
909420,2015,18273.0,All ages
970830,2016,18526.0,All ages
1032240,2017,18872.0,All ages
1093650,2018,19078.0,All ages
1155060,2019,19350.0,All ages
1216470,2020,19487.0,All ages
1277880,2021,19699.0,All ages
1339290,2022,19997.0,All ages
