,REF_DATE,VALUE,Age group
17595,2001,88455.0,All ages
79005,2002,89437.0,All ages
140415,2003,90235.0,All ages
201825,2004,90978.0,All ages
263235,2005,91498.0,All ages
324645,2006,92589.0,All ages
386055,2007,93391.0,All ages
447465,2008,94586.0,All ages
508875,2009,96273.0,All ages
570285,2010,97869.0,All ages
631695,2011,99338.0,All ages
693105,2012,100362.0,All ages
754515,2013,101494.0,All ages
815925,2014,102122.0,All ages
877335,2015,102896.0,All ages
938745,2016,104387.0,All ages
1000155,2017,106034.0,All ages
1061565,2018,107761.0,All ages
1122975,2019,109759.0,All ages
1184385,2020,111369.0,All ages
1245795,2021,112428.0,All ages
1307205,2022,116159.0,All ages
