,REF_DATE,VALUE,Age group
53820,2001,25355.0,All ages
115230,2002,24664.0,All ages
176640,2003,24082.0,All ages
238050,2004,23609.0,All ages
299460,2005,23284.0,All ages
360870,2006,23096.0,All ages
422280,2007,23474.0,All ages
483690,2008,23827.0,All ages
545100,2009,23870.0,All ages
606510,2010,23954.0,All ages
667920,2011,23969.0,All ages
729330,2012,23964.0,All ages
790740,2013,23944.0,All ages
852150,2014,23857.0,All ages
913560,2015,23930.0,All ages
974970,2016,24056.0,All ages
1036380,2017,24149.0,All ages
1097790,2018,24351.0,All ages
1159200,2019,24413.0,All ages
1220610,2020,24297.0,All ages
1282020,2021,24249.0,All ages
1343430,2022,24115.0,All ages
