,REF_DATE,VALUE,Age group
7935,2001,128519.0,All ages
69345,2002,129761.0,All ages
130755,2003,131352.0,All ages
192165,2004,132978.0,All ages
253575,2005,134868.0,All ages
314985,2006,135499.0,All ages
376395,2007,136502.0,All ages
437805,2008,136995.0,All ages
499215,2009,137724.0,All ages
560625,2010,138488.0,All ages
622035,2011,139372.0,All ages
683445,2012,139847.0,All ages
744855,2013,140675.0,All ages
806265,2014,141413.0,All ages
867675,2015,142287.0,All ages
929085,2016,143871.0,All ages
990495,2017,145652.0,All ages
1051905,2018,147361.0,All ages
1113315,2019,149522.0,All ages
1174725,2020,151620.0,All ages
1236135,2021,154782.0,All ages
1297545,2022,158391.0,All ages
