,REF_DATE,VALUE,Age group
51750,2001,25153.0,All ages
113160,2002,25506.0,All ages
174570,2003,25917.0,All ages
235980,2004,26452.0,All ages
297390,2005,26878.0,All ages
358800,2006,26942.0,All ages
420210,2007,27293.0,All ages
481620,2008,27589.0,All ages
543030,2009,27728.0,All ages
604440,2010,27922.0,All ages
665850,2011,27938.0,All ages
727260,2012,28121.0,All ages
788670,2013,28286.0,All ages
850080,2014,28582.0,All ages
911490,2015,29088.0,All ages
972900,2016,29637.0,All ages
1034310,2017,30471.0,All ages
1095720,2018,30576.0,All ages
1157130,2019,30865.0,All ages
1218540,2020,31117.0,All ages
1279950,2021,31509.0,All ages
1341360,2022,31809.0,All ages
