,REF_DATE,VALUE,Age group
33465,2001,31042.0,All ages
94875,2002,31302.0,All ages
156285,2003,31600.0,All ages
217695,2004,31725.0,All ages
279105,2005,31736.0,All ages
340515,2006,31690.0,All ages
401925,2007,31662.0,All ages
463335,2008,31605.0,All ages
524745,2009,31652.0,All ages
586155,2010,31670.0,All ages
647565,2011,31703.0,All ages
708975,2012,31845.0,All ages
770385,2013,31923.0,All ages
831795,2014,31981.0,All ages
893205,2015,32145.0,All ages
954615,2016,32286.0,All ages
1016025,2017,32771.0,All ages
1077435,2018,33262.0,All ages
1138845,2019,33598.0,All ages
1200255,2020,33869.0,All ages
1261665,2021,34226.0,All ages
1323075,2022,34643.0,All ages
