,REF_DATE,VALUE,Age group
41745,2001,12377.0,All ages
103155,2002,12317.0,All ages
164565,2003,12314.0,All ages
225975,2004,12227.0,All ages
287385,2005,12210.0,All ages
348795,2006,12229.0,All ages
410205,2007,12450.0,All ages
471615,2008,12660.0,All ages
533025,2009,12929.0,All ages
594435,2010,13206.0,All ages
655845,2011,13398.0,All ages
717255,2012,13728.0,All ages
778665,2013,14138.0,All ages
840075,2014,14308.0,All ages
901485,2015,14167.0,All ages
962895,2016,14059.0,All ages
1024305,2017,13846.0,All ages
1085715,2018,13757.0,All ages
1147125,2019,13722.0,All ages
1208535,2020,13493.0,All ages
1269945,2021,13289.0,All ages
1331355,2022,13148.0,All ages
