,REF_DATE,VALUE,Age group
13455,2001,325732.0,All ages
74865,2002,327861.0,All ages
136275,2003,330032.0,All ages
197685,2004,332132.0,All ages
259095,2005,335240.0,All ages
320505,2006,339693.0,All ages
381915,2007,342052.0,All ages
443325,2008,344394.0,All ages
504735,2009,348064.0,All ages
566145,2010,351150.0,All ages
627555,2011,352050.0,All ages
688965,2012,358426.0,All ages
750375,2013,364837.0,All ages
811785,2014,370234.0,All ages
873195,2015,376036.0,All ages
934605,2016,384632.0,All ages
996015,2017,390665.0,All ages
1057425,2018,396839.0,All ages
1118835,2019,403466.0,All ages
1180245,2020,409398.0,All ages
1241655,2021,413859.0,All ages
1303065,2022,423136.0,All ages
